User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
3715,3014.84,0,1.0,0,2,2,114,12,1,0
3396,686.25,3,13.0,2,4,1,15,11,4,0
1248,4940.3,4,12.0,2,6,3,46,3,0,0
2971,4689.26,3,5.0,0,6,0,116,5,4,0
2294,1124.47,1,10.0,1,0,1,107,12,1,0
2452,4376.23,4,18.0,2,3,3,18,10,1,0
2593,1339.51,4,13.0,2,2,2,107,9,4,0
3754,2820.88,2,16.0,1,7,1,4,13,3,0
1712,3911.34,3,0.0,1,7,0,3,1,0,0
4655,1723.68,3,22.0,1,4,2,97,2,4,0
4054,2777.96,0,5.0,1,7,2,81,14,4,0
1246,2254.52,2,13.0,2,1,1,84,5,0,0
1480,3802.19,0,13.0,1,7,2,96,3,4,0
3145,2395.99,1,8.0,0,1,4,16,8,3,0
3376,2836.72,0,21.0,2,0,2,17,5,3,0
4664,4228.56,0,1.0,2,4,4,93,7,1,0
2448,3494.73,4,9.0,0,2,0,57,10,1,0
4648,2639.88,0,21.0,2,6,1,71,4,0,0
4495,2309.15,4,12.0,1,7,4,20,1,0,0
2028,638.19,1,13.0,2,2,1,47,11,3,0
3013,286.55,0,12.0,2,4,3,111,13,0,0
1458,4764.11,2,2.0,2,6,1,72,5,3,0
3843,936.7,1,18.0,2,5,0,73,9,1,0
4877,1387.97,4,16.0,0,2,3,1,5,4,0
1592,3056.69,2,0.0,0,6,2,44,8,4,1
1497,4140.49,1,17.0,0,4,0,114,11,1,0
3134,4166.54,3,16.0,1,0,2,40,7,3,0
3449,4149.09,3,16.0,1,6,1,43,6,3,0
2316,4890.55,1,12.0,1,4,0,72,5,4,0
4994,283.24,1,8.0,0,7,4,102,6,4,0
4352,2002.24,0,21.0,0,3,2,102,4,4,0
1196,4568.37,0,16.0,0,0,4,119,14,0,0
3811,2339.35,1,15.0,0,7,2,106,11,1,0
4154,4357.13,2,12.0,1,2,0,116,3,2,0
1026,49997.8,4,16.0,0,6,0,58,2,4,0
4916,2524.32,1,3.0,2,6,0,32,8,3,0
2717,4612.65,3,21.0,2,4,4,14,4,1,0
3182,1310.11,0,19.0,1,0,0,109,12,3,0
2113,4648.64,0,11.0,1,0,3,61,10,3,0
3253,47.34,3,2.0,1,5,2,45,10,1,0
4098,399.24,2,22.0,3,3,3,82,9,0,0
4449,2386.74,1,15.0,1,4,3,58,9,4,0
4642,536.37,2,5.0,0,5,2,47,3,0,0
4655,1131.86,2,9.0,0,3,1,19,11,1,0
2438,1491.14,1,16.0,2,1,4,92,2,0,0
4298,2410.07,2,14.0,1,0,2,87,2,4,0
1602,1955.62,3,21.0,2,7,2,113,7,4,1
2091,4611.13,1,23.0,1,2,3,28,8,1,0
1361,4430.64,0,8.0,2,5,2,69,1,3,0
2283,3741.61,1,11.0,2,4,0,41,1,4,0
3705,3298.25,0,6.0,2,6,2,65,9,0,0
2086,1025.68,4,22.0,1,6,1,72,5,1,0
4926,3011.12,1,13.0,0,4,3,12,7,4,0
3015,739.58,0,13.0,0,6,0,108,7,0,0
1971,2266.33,2,8.0,0,4,1,89,8,3,0
2715,2310.31,4,3.0,0,4,0,18,2,1,0
4027,3450.1,1,23.0,0,4,0,13,13,1,0
2646,4176.46,0,8.0,0,3,3,59,11,3,0
2726,1605.91,2,15.0,1,6,0,88,12,3,0
3988,210.7,0,22.0,1,7,1,9,2,1,0
1907,239.62,1,21.0,2,0,3,106,3,1,0
4463,4374.75,3,16.0,2,5,2,97,1,3,0
1245,2434.2,3,23.0,0,2,2,77,7,3,1
3325,1243.82,1,12.0,1,1,1,72,3,4,0
1346,166.27,2,8.0,2,6,0,88,5,3,0
2960,2646.18,4,14.0,0,4,3,115,3,0,0
1371,689.79,0,13.0,2,5,2,91,3,4,0
1808,2088.06,2,12.0,1,3,1,48,1,1,0
3896,2582.81,0,7.0,0,0,4,27,14,4,0
3170,1149.86,3,14.0,1,0,1,86,8,4,0
4128,998.19,4,15.0,2,5,1,44,8,0,0
1159,103.94,1,13.0,2,1,1,88,8,3,1
2150,2929.68,1,0.0,0,0,0,61,13,1,0
3784,1006.2,3,23.0,0,0,1,88,14,0,0
4678,4391.75,1,12.0,1,0,4,82,12,3,0
2334,3020.86,4,15.0,1,2,1,32,1,0,0
1517,2784.29,4,12.0,1,7,1,51,9,3,0
3982,2525.9,1,18.0,2,4,3,57,12,2,0
2288,1080.47,2,14.0,3,0,4,17,2,0,0
1745,4847.21,1,19.0,1,7,0,82,13,1,0
3335,4835.39,4,19.0,0,4,3,5,3,4,0
1419,1609.76,3,12.0,1,5,1,115,8,0,0
4967,3882.2,1,12.0,2,0,3,69,3,1,0
2551,600.63,2,16.0,0,5,3,13,8,0,0
1139,3903.74,1,18.0,0,3,0,59,13,4,1
2832,1435.23,0,15.0,1,1,3,3,12,0,0
1706,1449.23,1,21.0,2,2,1,114,9,4,0
1697,2538.63,4,23.0,2,1,2,15,9,3,0
4034,2524.1000000000004,1,21.0,0,5,4,5,4,2,0
1474,593.57,1,2.0,0,3,3,99,13,4,0
4976,2967.42,3,0.0,0,6,1,59,11,4,0
2660,1073.15,0,5.0,2,2,2,108,5,3,0
4600,2225.18,3,3.0,2,1,1,5,14,0,0
2901,1158.9,4,13.0,0,6,0,17,4,4,0
3436,4288.64,2,6.0,1,6,0,104,4,4,0
1510,1693.42,3,17.0,0,4,4,49,8,1,0
1537,4438.02,4,7.0,2,1,1,68,14,3,1
3260,1633.86,0,13.0,0,5,0,46,3,1,1
3944,901.59,1,7.0,0,2,3,31,2,4,0
2536,2885.29,3,2.0,0,3,2,54,5,3,0
4874,2777.91,1,5.0,2,0,1,109,13,4,0
2288,3096.47,0,9.0,0,4,3,2,13,3,0
2366,1514.19,2,8.0,2,6,1,80,4,0,0
2061,1603.24,1,16.0,2,1,2,28,14,0,0
1232,1190.96,2,2.0,2,4,3,92,11,4,0
3307,4642.36,0,10.0,2,6,3,91,4,1,0
1307,3416.36,0,6.0,1,0,1,93,6,4,0
1402,3782.5,2,19.0,0,7,1,37,12,1,0
1996,974.84,3,8.0,2,0,0,17,8,0,0
2284,3309.58,0,12.0,2,6,1,68,1,4,0
2499,3814.51,0,18.0,2,3,3,83,12,4,0
1749,2524.1000000000004,2,14.0,0,7,4,110,4,4,0
2129,792.67,1,14.0,1,4,1,32,8,3,0
4318,3486.54,2,11.0,1,5,2,115,1,1,0
1303,3057.66,4,20.0,1,3,1,64,5,1,0
3390,2880.21,1,16.0,1,3,4,31,8,4,0
2470,916.92,1,11.0,2,3,4,68,14,0,0
2061,1316.15,0,3.0,1,2,0,87,9,3,0
4891,3126.3,1,8.0,2,0,1,71,2,1,0
1854,3069.86,3,13.0,0,0,1,18,8,2,0
2069,2775.84,3,20.0,2,1,4,48,12,0,0
2745,3841.86,3,18.0,1,7,1,29,8,4,0
2628,4074.21,4,21.0,0,6,4,85,1,4,0
4291,1386.19,0,13.0,0,2,4,13,9,4,0
3303,792.25,2,20.0,0,2,4,38,4,0,0
3184,1009.83,4,21.0,2,6,2,116,1,0,0
2254,1410.14,4,14.0,0,1,1,2,11,0,0
1817,4739.0,3,12.0,0,6,4,66,4,3,0
2737,690.12,1,5.0,2,4,1,39,13,4,0
4649,4394.41,2,12.0,1,3,3,14,1,0,0
1972,1020.87,0,7.0,2,0,4,97,9,1,0
1037,1745.49,1,15.0,1,0,1,54,13,4,0
2178,49997.8,1,5.0,1,7,4,8,11,4,0
4574,521.28,4,4.0,0,6,3,85,11,1,0
1104,480.24,4,6.0,0,6,4,116,5,4,0
1254,1717.08,3,21.0,2,6,3,16,10,4,0
4475,2620.84,0,2.0,0,1,1,76,7,4,0
3535,1008.03,0,9.0,0,6,1,54,4,3,1
2981,4663.71,4,3.0,2,2,4,119,3,3,0
3505,2934.16,4,12.0,3,2,3,23,14,3,0
3575,4425.9,3,8.0,0,3,1,39,6,3,0
1590,748.35,1,11.0,0,6,4,87,12,0,0
1524,721.75,2,20.0,0,5,1,26,12,4,0
1369,4234.53,3,0.0,0,3,3,107,9,4,0
1101,2842.07,0,23.0,0,3,0,75,10,4,0
3963,4693.24,0,4.0,0,1,3,58,1,3,0
1663,738.75,1,16.0,0,2,2,28,12,3,0
1689,134.96,1,2.0,2,1,3,51,6,1,0
2926,4583.22,2,12.0,2,0,4,103,2,4,0
3646,3495.69,0,11.0,0,2,1,47,6,0,0
3647,4036.8,4,12.0,0,2,4,26,1,4,0
3588,1483.59,4,22.0,0,3,3,59,5,3,0
2535,20.32,3,16.0,2,1,4,69,13,1,0
3436,2524.1000000000004,4,19.0,2,7,3,108,10,1,0
3410,4950.1,2,21.0,0,3,3,81,12,1,0
3028,2524.1000000000004,2,19.0,0,1,4,19,2,1,0
1930,364.75,0,7.0,3,1,1,100,10,4,0
2856,942.98,4,20.0,0,5,2,73,8,0,0
3659,1559.58,1,21.0,1,0,2,37,3,4,0
4186,4152.85,0,18.0,1,2,4,75,11,0,1
3769,4124.45,3,3.0,1,5,2,47,5,1,0
2989,929.1,1,5.0,1,7,2,9,4,3,0
3390,2667.73,4,17.0,0,4,2,36,4,1,1
4145,2511.47,2,5.0,0,3,3,76,7,1,0
3182,2074.33,4,6.0,0,3,3,90,5,0,0
3987,2681.92,2,23.0,3,3,1,20,4,1,0
4852,1467.48,3,3.0,1,7,3,35,10,1,0
2885,2660.09,0,12.0,2,0,0,15,11,4,0
1977,3429.61,4,12.0,2,3,0,21,9,0,1
4661,317.2,1,23.0,0,1,2,34,11,0,0
2994,4836.69,4,21.0,2,3,4,19,2,4,0
1379,830.69,4,19.0,1,6,3,1,3,1,0
2513,1804.69,3,18.0,1,4,0,30,13,0,0
2148,2355.78,2,3.0,1,0,1,66,6,3,0
3085,209.72,0,18.0,0,3,2,94,4,0,0
1780,2744.07,0,22.0,0,3,3,38,12,4,0
1309,4350.52,2,14.0,1,0,4,29,11,0,0
3153,4505.59,1,20.0,2,2,1,106,12,0,0
1555,1634.33,4,11.0,1,2,2,110,8,3,0
4296,2796.19,3,17.0,0,4,3,108,7,3,0
4313,3885.1,1,21.0,2,5,0,23,5,4,0
1396,1267.96,3,14.0,2,0,1,106,12,4,0
3200,2644.72,3,23.0,0,2,0,41,9,4,0
3583,1836.77,4,10.0,0,3,1,23,12,0,0
4707,1893.98,4,10.0,1,7,1,87,1,1,0
4868,475.22,0,11.0,1,6,4,25,4,3,1
4043,2037.41,0,20.0,0,1,3,73,2,4,0
4013,808.59,4,5.0,1,6,0,52,10,3,0
4473,1509.84,3,21.0,2,0,3,88,10,0,0
2883,1654.75,3,1.0,2,5,4,95,14,0,0
4844,2155.85,0,18.0,0,3,0,110,1,1,0
2169,4584.98,2,12.0,1,0,1,23,3,0,0
4262,2524.1000000000004,4,22.0,1,7,3,5,6,2,0
3940,4872.44,4,5.0,0,1,4,58,12,0,0
4748,2955.3,4,4.0,2,1,4,97,3,4,0
3630,4028.42,0,16.0,2,3,4,64,12,0,0
1200,4171.59,4,17.0,2,5,0,80,14,0,0
2890,3696.32,1,14.0,1,1,0,14,2,4,0
1011,3351.23,0,22.0,0,5,2,75,2,4,0
2075,2092.49,0,4.0,0,5,2,45,6,0,0
2976,2838.54,4,21.0,0,0,2,19,3,0,0
3815,972.61,0,2.0,0,2,3,34,1,3,0
2325,3093.14,2,8.0,3,0,4,44,3,4,0
2895,2573.91,3,10.0,2,6,0,48,9,4,0
4371,4022.6,1,17.0,1,6,2,8,13,4,0
1919,4513.21,2,3.0,2,1,1,98,9,4,0
3568,668.31,1,17.0,0,7,0,86,14,1,0
4211,3456.08,1,0.0,1,0,0,102,3,3,0
3147,4750.48,4,7.0,0,4,1,51,7,3,0
4556,4589.81,0,5.0,0,7,4,94,8,1,0
4208,4172.96,1,15.0,1,7,4,27,11,3,0
1870,246.46,2,1.0,0,0,0,92,2,4,0
1365,1266.16,1,14.0,0,7,4,43,14,4,1
4955,745.7,0,0.0,1,7,2,104,4,0,0
4605,4635.04,1,3.0,2,1,0,101,14,0,0
4578,3745.7,3,21.0,1,0,1,66,10,0,0
1656,2661.26,1,17.0,0,0,1,17,7,3,1
1160,4897.1,3,4.0,1,5,3,73,9,1,0
3808,977.62,1,18.0,1,1,4,19,10,4,0
1174,3209.65,2,8.0,2,1,0,98,10,4,0
4159,3048.86,1,3.0,2,1,1,41,2,0,0
4470,1705.57,3,4.0,0,6,2,108,8,4,0
2503,2429.47,3,15.0,2,2,0,55,4,4,0
1544,1180.75,4,18.0,1,3,1,29,10,1,0
3524,3387.19,2,9.0,0,0,3,65,8,0,0
4854,2094.11,0,11.0,2,1,0,82,1,3,0
3330,122.63,3,12.0,2,6,4,11,5,3,0
2761,4754.17,2,15.0,0,0,0,53,10,3,0
1956,2509.59,4,20.0,0,3,0,69,3,1,0
1451,3529.64,3,20.0,2,7,0,109,1,1,0
4695,2524.1000000000004,2,20.0,0,7,4,35,8,3,0
1081,640.51,2,22.0,0,1,3,18,13,4,0
2236,2524.1000000000004,1,3.0,1,4,3,9,13,1,0
1815,2956.71,4,20.0,2,3,1,57,14,1,0
3567,2469.29,4,19.0,1,0,2,39,6,3,0
3181,2608.14,1,4.0,1,3,3,44,13,1,0
1446,1184.83,2,19.0,2,0,3,95,3,3,0
3165,4563.87,1,12.0,2,3,0,113,12,4,0
2619,1075.13,1,15.0,1,7,2,98,10,1,0
2793,794.24,2,3.0,2,1,3,72,1,4,0
4314,4650.58,0,10.0,0,7,4,58,1,4,0
1748,1291.58,3,12.0,1,3,3,64,1,3,0
2173,2524.1000000000004,2,21.0,1,7,1,27,14,3,0
2909,3863.7,1,18.0,2,6,0,63,7,1,0
2556,1912.81,4,10.0,0,7,3,6,7,3,0
1645,2524.1000000000004,2,17.0,1,6,4,72,14,1,0
1378,3796.15,4,19.0,1,7,4,106,8,4,0
3655,2990.01,0,8.0,1,3,2,18,8,4,0
4013,1273.93,0,2.0,1,6,0,75,9,3,0
3572,4454.94,0,20.0,2,5,1,7,8,1,0
4584,3606.31,3,0.0,2,0,1,50,1,4,0
4733,4546.84,0,12.0,1,7,0,9,12,4,0
2140,2190.16,1,16.0,2,1,3,12,1,4,0
4735,645.36,0,14.0,0,0,4,49,3,1,0
3623,4620.76,3,16.0,1,0,0,101,14,4,0
1936,3009.12,0,21.0,1,6,3,86,13,1,0
3013,3032.27,2,10.0,0,2,4,83,10,4,0
1661,2923.41,4,14.0,1,2,0,119,4,1,0
2340,2364.6,1,12.0,2,6,4,95,5,4,0
1875,1278.94,1,8.0,1,3,4,13,8,3,0
1011,3067.04,0,19.0,2,5,4,119,6,3,1
2113,3594.42,3,7.0,2,5,3,107,8,4,0
1387,4583.13,4,9.0,2,6,2,95,4,3,0
3130,365.38,3,10.0,1,0,4,88,8,1,0
4023,1277.27,0,9.0,0,0,3,14,1,3,0
4833,3884.55,3,22.0,0,7,4,12,12,3,0
2919,3876.88,4,4.0,1,6,1,51,6,1,0
1395,1064.11,4,6.0,2,7,0,105,8,4,0
3592,927.66,3,10.0,1,5,0,105,7,1,0
3708,1838.87,0,8.0,0,6,2,99,11,0,0
1639,319.26,4,15.0,0,6,1,92,9,0,0
1099,3653.15,3,14.0,2,4,0,110,12,4,0
1456,3350.69,3,0.0,0,1,2,47,11,1,0
3022,4294.33,1,16.0,1,7,4,100,3,1,0
3921,2153.1,4,1.0,2,1,4,32,13,4,0
3375,3185.5,1,19.0,1,0,3,30,4,0,0
3771,4769.98,4,7.0,0,3,1,68,14,1,0
1073,4794.22,0,15.0,2,4,4,101,1,0,0
4167,360.03,1,0.0,1,2,3,114,4,3,0
3139,14.41,1,6.0,1,6,0,43,10,2,0
3377,4800.12,0,8.0,1,1,1,41,8,0,0
2863,2678.91,2,4.0,1,4,3,67,14,4,0
1174,3503.5,1,10.0,0,2,2,85,12,3,0
2760,4563.42,0,14.0,1,5,3,67,5,3,0
3362,2168.61,0,16.0,1,2,4,19,5,3,0
4758,2206.06,0,16.0,1,2,2,36,10,3,1
4639,839.07,4,17.0,0,5,3,114,9,4,0
1496,2524.1000000000004,0,16.0,1,1,0,85,12,1,0
2292,2524.1000000000004,0,6.0,0,2,4,112,6,0,0
1427,905.44,3,20.0,0,3,1,33,1,4,0
1034,2801.16,2,10.0,2,2,4,58,8,1,1
3166,1644.18,1,21.0,3,3,3,50,10,3,0
2394,740.17,0,10.0,0,7,3,21,8,3,0
3972,913.44,3,2.0,2,4,4,104,9,2,0
4639,2798.49,0,19.0,0,1,2,98,1,0,0
4972,2824.1,2,11.0,0,3,1,91,12,4,0
4522,3950.75,2,7.0,3,1,2,70,13,4,0
4380,1243.68,1,5.0,2,6,3,94,13,0,0
2380,4579.59,0,2.0,1,5,3,98,3,1,0
4447,2595.47,1,5.0,2,1,1,43,11,1,0
3875,1024.84,1,23.0,2,5,2,11,12,2,0
4176,2069.34,3,8.0,0,0,4,91,1,4,0
3437,4617.18,0,16.0,1,3,1,89,9,4,0
1175,2393.39,4,9.0,2,0,4,27,8,3,0
3153,4374.2,4,4.0,2,2,1,114,2,1,0
1591,803.36,2,12.0,2,1,2,72,2,3,1
2186,2524.1000000000004,4,1.0,0,2,1,23,1,0,1
1913,2155.94,1,20.0,2,5,2,68,4,4,0
2290,4680.95,1,8.0,1,3,1,11,13,3,0
2586,4331.06,3,5.0,1,0,2,23,12,0,0
4960,3301.53,2,5.0,2,6,0,84,12,3,0
2302,2524.1000000000004,2,16.0,2,6,4,5,14,0,0
2326,1061.48,2,19.0,2,2,2,51,2,1,0
4658,3016.13,4,2.0,2,5,0,30,4,0,0
4002,2749.73,3,2.0,0,1,4,117,5,4,0
1952,1674.06,3,18.0,1,0,2,65,1,0,0
1860,2530.58,3,19.0,0,3,2,8,13,1,0
3174,4646.07,3,4.0,2,6,1,61,10,4,0
2269,31.5,3,23.0,0,0,0,97,6,4,0
3871,2088.53,0,9.0,1,0,0,90,1,3,1
1233,1671.53,1,13.0,1,3,3,55,4,0,0
3714,4806.35,0,15.0,2,3,3,84,5,1,0
4656,4869.6,1,21.0,0,7,0,17,2,0,0
3978,2930.37,1,22.0,1,4,2,91,2,0,0
2462,2752.28,0,18.0,0,2,3,80,8,4,0
3184,4516.55,1,8.0,0,7,0,8,13,4,0
2809,37.68,0,22.0,1,5,1,47,11,3,0
3603,2813.59,3,8.0,0,3,1,102,7,3,0
3806,128.04,3,14.0,1,1,3,76,13,1,0
2172,4840.97,0,13.0,2,7,1,36,13,3,0
1055,1604.2,2,3.0,3,7,4,17,7,2,0
4759,2606.4,3,23.0,2,2,1,5,2,2,1
3403,2090.75,1,9.0,2,3,0,107,5,1,0
4328,4468.65,3,4.0,0,6,4,82,6,3,0
3970,4999.09,0,13.0,2,5,4,10,12,4,0
1812,346.6,1,0.0,1,0,1,11,5,1,0
4134,3661.5,4,21.0,2,7,1,79,12,0,0
2849,1843.15,4,21.0,2,0,2,29,9,1,0
2959,699.67,4,20.0,0,3,2,38,13,2,0
2086,2030.16,1,12.0,0,0,4,13,6,0,0
1805,4990.74,1,10.0,1,1,3,8,9,3,0
4100,1791.05,0,19.0,0,7,0,19,9,0,0
2575,1390.61,3,12.0,1,1,0,40,9,4,0
4730,49997.8,3,12.0,1,4,3,87,4,4,0
1599,4340.35,3,0.0,0,1,1,107,1,4,0
3615,1697.65,1,4.0,2,5,4,96,1,1,0
4371,1496.87,1,17.0,1,0,2,115,1,1,0
3752,3238.17,2,5.0,1,0,3,75,1,4,0
1611,1029.87,3,3.0,0,6,0,14,9,4,0
2238,2421.01,4,1.0,0,4,4,2,2,0,0
3188,711.01,3,1.0,2,0,1,17,14,0,0
2949,1527.25,2,17.0,1,6,3,23,4,1,0
2530,1490.92,1,12.0,2,2,0,9,12,4,0
1560,3476.03,4,12.0,1,7,2,62,3,4,0
3546,1414.95,2,0.0,1,0,3,61,7,1,0
1626,4492.99,2,20.0,0,4,2,61,1,4,0
3549,4915.32,3,19.0,2,6,2,37,11,3,0
3788,409.9,2,12.0,0,5,0,28,2,3,0
3811,1991.25,2,21.0,1,4,0,34,2,0,0
2610,1512.7,2,12.0,2,1,1,52,2,4,0
4262,1763.19,3,20.0,2,7,1,55,11,1,0
4782,1330.45,3,13.0,0,4,0,58,3,1,0
1674,2524.1000000000004,4,1.0,1,6,1,4,13,0,0
4722,711.37,0,23.0,0,3,2,9,2,3,1
1048,1402.69,3,22.0,2,0,2,92,6,0,0
2386,3740.35,3,6.0,2,1,3,25,6,4,0
2902,2524.1000000000004,0,18.0,0,0,4,73,9,4,0
1626,1043.14,4,10.0,0,5,0,110,3,4,0
3727,49997.8,2,2.0,0,5,2,35,4,1,0
4567,1743.28,1,17.0,1,5,3,32,5,1,0
1276,3218.83,2,13.0,2,1,3,106,4,0,0
3094,1270.26,0,3.0,1,5,0,91,6,2,0
4842,2115.12,0,8.0,2,7,3,77,9,3,0
3973,4762.23,4,19.0,1,6,3,27,3,3,1
1215,2764.05,3,16.0,1,3,1,48,1,1,0
1229,2662.03,0,4.0,0,4,0,10,11,2,0
4710,2052.67,1,1.0,2,2,3,4,8,1,0
3370,2786.42,3,12.0,2,5,3,103,7,1,1
4901,4922.91,4,12.0,3,6,1,21,14,3,0
4492,1272.77,4,7.0,1,6,0,116,2,3,0
3272,4709.93,0,9.0,1,2,4,25,14,0,0
2685,749.61,1,19.0,1,3,2,108,10,3,0
2310,559.97,0,8.0,0,3,3,99,5,3,0
1045,3275.07,3,20.0,2,5,1,28,4,3,0
2836,1259.64,3,8.0,2,1,2,6,3,2,0
2037,2224.74,1,0.0,2,7,0,68,10,3,0
1632,3649.63,4,17.0,2,4,0,93,7,0,0
4979,2676.53,4,6.0,1,4,2,40,5,0,0
3422,73.68,0,16.0,2,7,4,37,4,1,0
3750,2524.1000000000004,3,2.0,2,0,4,111,5,1,0
1986,328.11,4,13.0,1,2,4,56,1,3,0
1332,4630.94,0,10.0,0,3,2,17,6,0,0
2879,49997.8,3,22.0,0,5,1,108,8,1,0
3213,4919.29,0,12.0,3,1,4,21,8,4,0
1506,4426.12,0,19.0,0,2,2,37,11,1,0
1116,2379.28,1,16.0,1,0,3,79,2,1,0
1942,4413.57,3,19.0,1,5,4,18,10,4,0
1635,3363.83,2,10.0,0,4,0,20,14,3,0
2589,2625.38,2,7.0,1,3,4,114,2,0,0
2462,1856.38,3,13.0,0,4,4,111,13,4,0
4375,3406.43,0,16.0,0,5,3,104,2,4,0
3504,2952.72,4,23.0,0,6,4,25,11,0,1
2991,3072.85,2,13.0,0,4,0,107,14,4,0
1868,2002.16,3,5.0,1,2,0,44,8,0,0
2294,3697.88,2,22.0,1,3,4,6,6,1,0
2734,411.31,3,1.0,0,2,3,19,7,0,1
3263,3632.16,2,17.0,0,5,3,106,9,1,0
1112,3655.15,2,5.0,0,4,3,96,5,1,0
4087,2582.14,3,7.0,2,4,4,116,7,3,0
3263,1320.1,2,20.0,1,5,2,112,8,3,0
1426,2598.79,2,11.0,1,2,3,110,11,4,0
2158,619.82,1,0.0,2,5,0,87,3,1,0
2066,1429.29,1,9.0,2,0,1,53,6,4,0
3811,2109.39,3,0.0,1,1,4,7,7,1,0
1283,2524.1000000000004,2,3.0,2,3,2,64,9,3,0
1833,2524.1000000000004,0,9.0,2,4,2,119,11,0,0
4169,795.06,0,9.0,0,6,2,78,12,3,0
4131,3040.94,3,10.0,0,5,4,79,3,2,0
1229,3399.33,0,3.0,1,7,1,46,6,1,0
2919,422.86,3,16.0,0,3,3,31,7,4,0
2666,170.65,0,12.0,0,5,1,31,6,2,0
1384,740.01,3,13.0,2,6,4,56,4,4,0
1158,4505.63,3,14.0,3,0,1,73,14,4,0
1823,3364.83,4,16.0,2,0,2,5,12,1,0
3518,2524.1000000000004,0,5.0,2,2,0,65,10,4,0
4667,3325.25,1,22.0,1,7,1,33,9,0,0
1207,49997.8,4,3.0,1,5,4,85,5,4,0
1173,2197.34,1,18.0,0,2,3,98,2,4,0
2823,2997.5,3,18.0,1,7,1,73,10,4,0
2104,3007.92,1,12.0,1,7,2,117,2,3,0
2041,20.68,1,13.0,2,0,0,19,13,0,0
2016,2524.1000000000004,4,7.0,0,5,1,86,11,0,0
1707,730.6,0,21.0,0,0,1,84,11,3,0
4362,2558.09,0,5.0,1,2,4,46,13,4,0
2383,2155.48,4,7.0,1,5,0,26,4,0,0
2891,2701.05,1,22.0,1,2,3,33,4,1,0
2302,4003.45,1,11.0,3,2,3,100,4,1,0
4022,4112.09,1,18.0,2,0,1,118,7,1,0
3444,4885.19,1,19.0,2,7,3,100,11,1,0
4021,2789.95,1,0.0,0,4,2,55,6,3,0
3813,1739.34,0,9.0,1,1,2,97,12,4,0
4213,1543.6,3,12.0,0,4,1,5,6,1,0
1676,1707.0,0,1.0,2,3,0,26,7,3,0
3564,1622.53,0,6.0,0,4,2,87,9,1,0
4322,2524.1000000000004,0,19.0,2,4,1,114,13,4,0
1661,379.03,3,5.0,0,0,3,2,7,2,0
2563,3169.0,0,20.0,1,2,3,57,13,4,0
2260,2842.37,3,17.0,1,7,4,99,1,0,0
4203,2312.49,1,1.0,2,0,0,14,7,4,0
3353,410.12,1,20.0,0,5,2,6,5,0,0
1357,470.58,0,22.0,0,4,3,69,14,0,0
2308,2727.8,1,11.0,3,7,0,35,10,4,0
2316,187.72,4,21.0,0,2,4,37,9,1,0
4234,3625.32,0,21.0,2,6,1,103,6,4,0
4987,4968.92,3,0.0,1,0,4,119,3,4,0
1418,2989.05,4,18.0,2,7,2,82,8,4,0
4810,3618.54,1,12.0,1,1,4,33,2,0,0
2491,2197.49,4,12.0,0,3,0,85,9,0,0
1641,3338.72,2,5.0,0,5,0,10,8,3,0
4955,3260.64,3,5.0,0,4,2,25,13,3,1
2593,4121.33,4,6.0,2,1,2,109,6,0,0
1506,2524.1000000000004,1,12.0,0,3,0,109,1,1,0
2681,3746.5,4,18.0,1,3,1,36,11,0,0
2501,2785.4,3,6.0,1,0,4,13,3,1,0
2385,2425.15,1,23.0,0,6,4,54,5,4,0
1311,2296.29,3,1.0,0,6,2,99,1,1,0
2657,1963.09,3,21.0,0,7,3,5,6,4,0
3751,1333.81,3,0.0,0,7,3,75,7,3,0
1244,171.39,0,11.0,2,5,3,39,11,0,0
1476,3357.12,2,22.0,0,7,2,48,9,0,1
1614,4505.3,1,12.0,2,6,2,96,13,4,0
4962,4652.76,1,19.0,0,0,3,4,5,3,0
3483,2904.91,2,13.0,3,0,4,76,1,3,0
1249,475.21,4,7.0,1,7,3,70,3,1,0
4093,4393.93,1,10.0,2,6,2,31,8,1,0
3524,3739.99,0,23.0,0,1,3,17,6,0,0
2595,1260.8,1,23.0,0,4,1,1,7,0,0
2773,49997.8,3,4.0,0,5,0,106,5,4,0
2929,2362.68,4,12.0,2,4,1,28,7,3,0
2875,4438.53,3,18.0,0,6,2,56,3,0,1
1510,1241.82,2,15.0,1,3,3,32,2,0,0
4967,4005.53,3,7.0,2,1,4,20,4,1,0
4407,3560.99,4,12.0,1,6,0,116,1,3,0
2669,77.13,1,9.0,2,3,1,63,3,0,0
2872,2818.86,3,22.0,2,5,4,92,7,4,0
1773,3579.09,2,21.0,0,2,0,79,7,1,0
2365,786.27,4,17.0,2,6,3,31,6,0,0
4409,2661.84,0,5.0,1,1,2,37,6,4,0
4551,1523.87,0,15.0,2,0,3,57,3,0,1
1923,3482.78,1,19.0,1,0,3,1,9,1,0
4113,2703.0,1,4.0,1,7,1,7,4,0,0
1073,3109.18,3,12.0,3,0,1,90,9,0,0
1808,367.34,2,4.0,1,0,1,28,12,4,0
3878,693.29,0,7.0,0,4,1,36,14,0,0
2045,2762.69,1,4.0,0,6,4,72,5,1,0
3267,909.96,4,7.0,1,0,2,53,10,1,0
